# Duration of Actions by run and type
Type	show	talk	touch	mis	ges	look
"1.1"	0.0	0.0	0.253764596058	0.0	0.0	0.888243009521	
"1.2"	0.0	0.0	0.386969736404	0.0	0.0	1.14643280666	
"1.3"	0.0	0.0	0.826180227885	0.0	0.0	0.233454261004	
"1.4"	0.0	0.160839343936	0.763926012298	0.0	0.10558239772	1.2395232797	
"1.5"	0.0	0.294172005914	1.32992499849	0.0	0.403176462361	0.692254225235	
"2.1"	0.0	0.185957910015	0.412160597736	0.0	0.614341436865	0.1443441582	
"2.2"	0.0	0.0	0.350598110019	0.0	0.156466156126	1.40511520576	
"2.3"	0.0	0.296003537671	0.299373925678	0.0	0.369374209649	1.36163993844	
"2.4"	0.0	0.43711505971	0.441566205877	0.0	0.518693386443	0.0554997768853	
"2.5"	0.0	1.77055244606	1.45407159244	0.0	1.05655514197	0.574254937358	
"2.6"	0.0	1.02955926768	0.409023781151	0.130646499196	0.161607379125	0.0884033630657	
"2.7"	0.0	0.161273306223	0.372757240515	0.0	0.945691202667	0.925382153072	
"2.8"	0.849465383404	0.550155387922	0.307828647619	0.0	0.250537354709	0.986437692847	
"2.9"	0.414111585826	0.0	0.880493421	0.0	1.32172006032	1.24475223226	
