# Actions by run and type
Type	show	talk	call	put	rem	touch	mis	ges	exp	look	play
"1.1"	0.107647261454	0.0	0.452599933104	0.435070110516	0.435070110516	0.0	0.0	0.0	3.19831186212	0.611504526175	0.0	
"1.2"	0.100203078239	0.100203078239	0.632168662274	0.551819577708	0.551819577708	0.100203078239	0.0	0.0	3.49236432485	0.319146021707	0.0	
"1.3"	0.167440614395	0.167440614395	0.483821305447	0.542657294245	0.542657294245	0.167440614395	0.0	0.0588359887976	3.65727915285	0.678829809579	0.0	
"1.4"	0.135398613518	0.0	0.536814154107	0.536814154107	0.536814154107	0.295030820912	0.0	0.404979146209	4.45770904587	0.564003006431	0.0	
"1.5"	0.0	0.0	0.634892734535	0.634892734535	0.634892734535	0.189700526103	0.0	0.0	4.18875745941	0.824593260637	0.0	
"2.1"	0.0	0.0	0.789312767563	0.652765412941	0.652765412941	0.0	0.0	0.0	4.19357952817	0.925860122186	0.0	
"2.2"	0.0	0.0	0.834358415081	0.693948417889	0.693948417889	0.140409997192	0.0	0.200080032013	4.50418053654	0.333748829941	0.0	
"2.3"	0.0	0.363503995902	1.15082784249	0.340953283913	0.340953283913	0.0860289057123	0.0	0.287169276716	5.92417381728	1.86222121283	0.0	
"2.4"	0.0	0.0869787076124	0.951977800415	0.475675685442	0.475675685442	0.0869787076124	0.0	0.302344699748	5.14317156705	0.740644534203	0.0	
"2.5"	0.0	0.0	0.797839762419	0.643807189664	0.643807189664	0.176449829432	0.0	0.462097718264	4.08312425042	1.08348765125	0.0	
"2.6"	0.0	0.0	1.03309690822	0.589401540976	0.589401540976	0.157725389582	0.0	0.15759944525	3.87488992481	0.618882342479	0.0	
"2.7"	0.0	0.417042047418	0.790434597985	0.52750108407	0.52750108407	0.308217067006	0.0	0.108824980412	4.32650809797	0.825651545738	0.0	
"2.8"	0.0	0.374187192199	1.45730283306	0.538901695072	0.538901695072	0.164038406859	0.0	0.251454243709	3.69337121815	0.394839921384	0.0	
"2.9"	0.0	0.205518866632	0.72638166744	0.72638166744	0.72638166744	0.475209884366	0.0	0.205518866632	4.20737394565	1.07831413512	0.0	
